,交易权属,产权年限,供暖方式,小区名称,建成年代,建筑类型,建筑结构,建筑面积,总价,总楼层,户型结构,房屋年限,房屋用途,房权所属,挂牌时间,梯户比例,楼层,片区,行政区域,装修情况,配备电梯,室,厅,厨,卫,西北,东,西,南,东南,东北,北,西南
2038,商品房,70.0,集中供暖,学院南路32号院,1978.0,板楼,混合结构,62.3,510.0,6.0,平层,满五年,普通住宅,共有,304,0.3333333333333333,高楼层,小西天,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
2039,商品房,70.0,集中供暖,学院南路32号院,1990.0,塔楼,钢混结构,80.7,698.0,16.0,平层,满五年,普通住宅,非共有,343,0.2857142857142857,高楼层,小西天,海淀,精装,有,3,1,1,1,1,0,0,0,0,0,0,0
2160,商品房,70.0,集中供暖,学院南路34号院,1970.0,板楼,混合结构,54.0,407.8,6.0,平层,满五年,普通住宅,非共有,35,0.3333333333333333,底层,小西天,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
2161,央产房,70.0,集中供暖,学院南路34号院,1995.0,板塔结合,钢混结构,70.2,608.0,14.0,平层,满五年,普通住宅,共有,37,0.2,中楼层,小西天,海淀,简装,有,2,1,1,1,0,0,0,1,0,0,0,0
2162,央产房,70.0,集中供暖,学院南路34号院,1995.0,板塔结合,钢混结构,70.2,608.0,14.0,平层,满五年,普通住宅,共有,61,0.2,中楼层,小西天,海淀,简装,有,2,1,1,1,0,0,0,1,0,0,0,0
2163,商品房,70.0,集中供暖,学院南路34号院,1995.0,板塔结合,钢混结构,59.7,445.0,14.0,平层,满五年,普通住宅,共有,189,0.2,底层,小西天,海淀,其他,有,2,1,1,1,0,0,0,1,0,0,0,0
2164,商品房,70.0,集中供暖,学院南路34号院,1970.0,板楼,混合结构,57.0,460.0,6.0,平层,满两年,普通住宅,非共有,106,0.3333333333333333,低楼层,小西天,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
2165,商品房,70.0,集中供暖,学院南路34号院,1995.0,板塔结合,钢混结构,69.2,610.0,14.0,平层,满五年,普通住宅,非共有,314,0.2,低楼层,小西天,海淀,简装,有,2,1,1,1,0,0,0,1,0,0,0,0
2178,商品房,70.0,集中供暖,学院南路60号院,1992.0,板楼,混合结构,47.7,442.0,5.0,平层,满五年,普通住宅,非共有,104,0.3333333333333333,中楼层,西直门,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,0,0
2179,商品房,70.0,集中供暖,学院南路60号院,1994.0,板楼,混合结构,59.1,558.0,6.0,平层,满两年,普通住宅,共有,248,0.5,高楼层,西直门,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
2180,商品房,70.0,集中供暖,学院南路60号院,1992.0,板楼,混合结构,92.3,923.0,5.0,平层,满两年,普通住宅,共有,303,0.3333333333333333,中楼层,西直门,海淀,精装,无,3,1,1,2,0,0,0,1,0,0,1,0
2216,商品房,70.0,集中供暖,学院南路乙10号院,1987.0,板塔结合,钢混结构,60.8,486.0,16.0,平层,满五年,普通住宅,非共有,291,0.25,高楼层,小西天,海淀,简装,有,2,1,1,1,0,1,0,0,0,0,0,0
2217,商品房,70.0,集中供暖,学院南路乙10号院,1987.0,板塔结合,钢混结构,62.7,452.0,16.0,平层,满两年,普通住宅,非共有,334,0.25,顶层,小西天,海淀,精装,有,2,1,1,1,0,1,1,0,0,0,0,0
2248,商品房,70.0,集中供暖,西山美墅馆F区,2005.0,板楼,混合结构,143.72,1200.0,4.0,复式,满五年,普通住宅,共有,276,0.3333333333333333,顶层,西山,海淀,精装,无,3,2,1,2,0,0,0,1,0,0,1,0
2365,商品房,70.0,集中供暖,新外大街5号,1984.0,板楼,混合结构,64.72,475.0,6.0,平层,满五年,普通住宅,共有,225,0.3333333333333333,底层,小西天,海淀,简装,无,3,1,1,1,0,1,1,0,0,0,0,0
2366,商品房,70.0,集中供暖,新外大街5号,1984.0,板楼,混合结构,58.49,415.0,6.0,平层,满五年,普通住宅,非共有,394,0.3333333333333333,中楼层,小西天,海淀,简装,无,2,1,1,1,0,1,1,0,0,0,0,0
2377,商品房,70.0,集中供暖,小营东路5号院,1980.0,板楼,混合结构,50.0,345.0,5.0,平层,满五年,普通住宅,非共有,53,0.3333333333333333,中楼层,清河,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,0,0
2378,商品房,70.0,集中供暖,小营东路5号院,1996.0,板楼,混合结构,54.1,360.0,5.0,平层,满五年,普通住宅,非共有,189,0.5,顶层,清河,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
2380,商品房,70.0,集中供暖,小营东路5号院,1996.0,板楼,混合结构,54.6,355.5,6.0,平层,满两年,普通住宅,共有,144,0.3333333333333333,顶层,清河,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
2381,商品房,70.0,集中供暖,小营东路5号院,1996.0,板楼,混合结构,49.8,360.0,6.0,平层,满五年,普通住宅,非共有,372,0.3333333333333333,底层,清河,海淀,精装,无,2,1,1,1,0,1,0,0,0,0,1,0
2422,商品房,70.0,集中供暖,新中关公寓,2006.0,塔楼,钢混结构,60.96,480.0,18.0,平层,满两年,公寓,非共有,286,0.2,高楼层,苏州桥,海淀,精装,有,1,0,1,1,0,0,0,1,0,0,0,0
2549,商品房,70.0,集中供暖,永定路98号院,1977.0,板楼,混合结构,54.7,480.0,5.0,平层,满五年,普通住宅,非共有,235,0.3333333333333333,顶层,五棵松,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
2551,商品房,70.0,集中供暖,永定路98号院,1977.0,板楼,混合结构,64.8,479.0,5.0,平层,满两年,普通住宅,非共有,261,0.5,底层,五棵松,海淀,简装,无,3,1,1,1,0,0,1,1,0,0,1,0
2552,商品房,70.0,集中供暖,永定路98号院,1981.0,板楼,混合结构,54.1,499.0,5.0,平层,满两年,普通住宅,非共有,354,0.3333333333333333,中楼层,五棵松,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
2815,商品房,70.0,集中供暖,永定路22号院,1989.0,板楼,混合结构,44.1,280.0,6.0,平层,满两年,普通住宅,非共有,298,0.3333333333333333,高楼层,五棵松,海淀,精装,无,1,1,1,1,0,0,0,0,0,1,0,0
2816,商品房,70.0,集中供暖,永定路22号院,1989.0,板楼,混合结构,64.7,395.0,6.0,平层,满五年,普通住宅,非共有,297,0.3333333333333333,中楼层,五棵松,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
2824,商品房,70.0,自供暖,怡美家园,2001.0,板楼,混合结构,97.12,600.0,5.0,平层,满五年,普通住宅,共有,91,0.5,中楼层,上地,海淀,精装,无,2,2,1,1,0,1,1,0,0,0,0,0
2825,私产,70.0,自供暖,怡美家园,2001.0,板楼,钢混结构,137.04,770.0,11.0,平层,满五年,普通住宅,非共有,284,1.0,中楼层,上地,海淀,其他,有,4,1,1,1,0,0,0,1,0,0,1,0
2826,商品房,70.0,自供暖,怡美家园,2001.0,板楼,钢混结构,87.14,514.0,11.0,平层,满五年,普通住宅,非共有,153,0.5,低楼层,上地,海淀,其他,有,2,1,1,1,0,1,1,0,0,0,0,0
2827,商品房,70.0,自供暖,怡美家园,2002.0,板楼,混合结构,96.93,586.0,5.0,平层,满五年,普通住宅,非共有,173,0.5,中楼层,上地,海淀,精装,无,2,1,1,1,0,0,0,0,0,1,0,0
2830,商品房,70.0,自供暖,怡美家园,2004.0,板楼,钢混结构,85.16,552.0,18.0,平层,满五年,普通住宅,共有,217,0.6666666666666666,低楼层,上地,海淀,简装,有,2,1,1,1,0,0,0,0,1,0,0,0
2834,商品房,70.0,自供暖,怡美家园,2001.0,板楼,钢混结构,142.22,1053.0,9.0,平层,满两年,普通住宅,非共有,304,0.5,底层,上地,海淀,简装,有,3,2,1,2,0,0,0,1,0,0,1,0
2835,商品房,70.0,自供暖,怡美家园,2001.0,板楼,钢混结构,119.46,895.0,9.0,平层,满五年,普通住宅,非共有,257,0.5,高楼层,上地,海淀,精装,有,3,2,1,2,0,0,0,1,0,0,1,0
2837,商品房,70.0,自供暖,怡美家园,2001.0,板楼,钢混结构,120.84,890.0,9.0,平层,满五年,普通住宅,非共有,342,0.5,中楼层,上地,海淀,精装,有,3,2,1,2,0,0,0,1,0,0,1,0
2838,商品房,70.0,自供暖,怡美家园,2001.0,板楼,钢混结构,83.72,613.0,18.0,平层,满五年,普通住宅,非共有,373,0.6666666666666666,顶层,上地,海淀,简装,有,2,1,1,1,0,0,0,1,0,0,1,0
2841,商品房,70.0,自供暖,怡美家园,2001.0,板楼,钢混结构,87.01,625.0,11.0,平层,满五年,普通住宅,非共有,373,1.0,中楼层,上地,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,1,0
3081,商品房,70.0,集中供暖,圆明园东里,1993.0,板楼,混合结构,42.5,423.0,5.0,平层,满两年,普通住宅,非共有,346,0.25,顶层,五道口,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
3083,商品房,70.0,集中供暖,圆明园东里,1993.0,板楼,混合结构,64.7,562.0,5.0,平层,满五年,普通住宅,非共有,394,0.25,中楼层,五道口,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
3126,商品房,70.0,自供暖,怡丽南园,2002.0,板楼,混合结构,127.43,1170.0,6.0,平层,满五年,普通住宅,非共有,337,0.5,低楼层,世纪城,海淀,简装,无,3,2,1,1,0,0,0,1,0,0,1,0
3224,已购公房,70.0,集中供暖,永景园,2000.0,板楼,混合结构,66.86,466.5,6.0,平层,满五年,普通住宅,非共有,46,0.3333333333333333,低楼层,田村,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
3243,商品房,70.0,集中供暖,玉渊潭南路9号院,2004.0,板楼,混合结构,149.02,1920.0,5.0,复式,满五年,普通住宅,非共有,113,0.5,顶层,军博,海淀,精装,无,4,2,1,3,0,0,0,1,0,0,1,0
3245,商品房,70.0,集中供暖,玉渊潭南路9号院,1998.0,板塔结合,钢混结构,72.32,880.0,9.0,平层,满五年,普通住宅,非共有,226,0.3333333333333333,低楼层,军博,海淀,简装,有,1,1,1,1,0,0,0,1,0,0,0,0
3246,商品房,70.0,集中供暖,玉渊潭南路9号院,2000.0,板楼,混合结构,105.5,1290.0,6.0,平层,满五年,普通住宅,非共有,291,0.5,底层,军博,海淀,精装,无,2,2,1,2,0,0,0,1,0,0,1,0
3247,商品房,70.0,集中供暖,玉渊潭南路9号院,2000.0,板楼,混合结构,106.42,1270.0,6.0,平层,满五年,普通住宅,非共有,276,0.5,低楼层,军博,海淀,精装,无,2,1,1,2,0,0,0,1,0,0,1,0
3302,商品房,70.0,自供暖,逸升轩,2002.0,板楼,钢混结构,198.71,1180.0,14.0,平层,满五年,普通住宅,共有,332,0.1,中楼层,甘家口,海淀,简装,有,3,2,1,2,0,0,0,1,0,0,1,0
3303,商品房,70.0,自供暖,逸升轩,2002.0,板楼,钢混结构,163.54,970.0,14.0,跃层,满五年,普通住宅,非共有,189,0.1,高楼层,甘家口,海淀,其他,有,3,1,1,2,0,0,0,1,0,0,1,0
3557,商品房,70.0,集中供暖,榆苑公寓,1996.0,板楼,混合结构,70.2,640.0,7.0,平层,满五年,普通住宅,非共有,67,0.3333333333333333,中楼层,双榆树,海淀,精装,无,3,1,1,1,0,0,1,1,0,0,1,0
3558,商品房,70.0,集中供暖,榆苑公寓,1996.0,板楼,混合结构,53.5,540.0,7.0,平层,满五年,普通住宅,非共有,65,0.3333333333333333,顶层,双榆树,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
3561,商品房,70.0,集中供暖,榆苑公寓,1997.0,板塔结合,钢混结构,117.25,817.5,10.0,平层,满五年,普通住宅,非共有,164,0.11764705882352941,低楼层,双榆树,海淀,简装,有,3,1,1,1,0,0,0,1,0,0,1,0
3562,商品房,70.0,集中供暖,榆苑公寓,1997.0,板塔结合,钢混结构,116.8,814.5,10.0,平层,满五年,普通住宅,共有,245,0.11764705882352941,中楼层,双榆树,海淀,精装,有,3,2,1,2,0,0,0,1,0,0,1,0
3566,商品房,70.0,集中供暖,榆苑公寓,1996.0,板楼,混合结构,57.7,538.0,7.0,平层,满五年,普通住宅,非共有,326,0.3333333333333333,高楼层,双榆树,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
3680,已购公房,70.0,集中供暖,中关村,1997.0,板楼,混合结构,75.9,795.0,6.0,平层,满五年,普通住宅,共有,87,0.5,中楼层,中关村,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
3681,央产房,70.0,集中供暖,中关村,1997.0,板楼,混合结构,72.8,850.0,6.0,平层,满五年,普通住宅,非共有,152,0.5,低楼层,中关村,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
3682,已购公房,70.0,集中供暖,中关村,1995.0,板楼,混合结构,62.29,567.0,6.0,平层,满五年,普通住宅,非共有,101,0.045454545454545456,顶层,中关村,海淀,精装,无,3,1,1,1,0,0,0,0,1,0,0,0
3683,商品房,70.0,集中供暖,中关村,1994.0,板楼,混合结构,60.64,606.0,6.0,平层,满五年,普通住宅,非共有,318,0.3333333333333333,中楼层,中关村,海淀,简装,无,2,2,1,1,0,1,0,0,0,0,0,1
3684,商品房,70.0,集中供暖,中关村,1995.0,板楼,混合结构,87.3,790.0,6.0,平层,满五年,普通住宅,非共有,234,0.5,顶层,中关村,海淀,精装,无,3,1,1,1,0,0,0,0,1,0,1,0
3686,商品房,70.0,集中供暖,中关村,1996.0,板楼,混合结构,50.36,530.0,6.0,平层,满五年,普通住宅,共有,244,0.5,顶层,中关村,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
3688,已购公房,70.0,集中供暖,中关村,1994.0,板楼,混合结构,74.8,817.3,6.0,平层,满五年,普通住宅,非共有,168,0.5,低楼层,中关村,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
3689,商品房,70.0,集中供暖,中关村,1994.0,板楼,混合结构,60.16,598.0,6.0,平层,满五年,普通住宅,非共有,242,0.5,低楼层,中关村,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
3690,商品房,70.0,集中供暖,中关村,1994.0,板楼,混合结构,37.6,470.0,6.0,平层,满五年,普通住宅,非共有,289,0.3333333333333333,底层,中关村,海淀,毛坯,无,1,1,1,1,0,0,1,0,0,0,0,0
3691,商品房,70.0,集中供暖,中关村,1995.0,板楼,混合结构,47.78,478.0,6.0,平层,满两年,普通住宅,非共有,329,0.045454545454545456,中楼层,中关村,海淀,其他,无,1,1,1,1,0,0,1,0,0,0,0,0
3694,商品房,70.0,集中供暖,中关村,1996.0,板楼,混合结构,65.63,763.0,6.0,平层,满五年,普通住宅,非共有,377,0.5,中楼层,中关村,海淀,其他,无,2,1,1,1,0,1,0,1,0,0,1,0
3894,商品房,70.0,集中供暖,中关村南大街40号,1989.0,塔楼,钢混结构,68.7,652.7,22.0,平层,满五年,普通住宅,非共有,280,0.25,高楼层,白石桥,海淀,精装,有,3,1,1,1,0,0,0,0,0,1,0,0
3895,商品房,70.0,集中供暖,中关村南大街40号,1991.0,塔楼,钢混结构,50.7,448.0,22.0,平层,满五年,普通住宅,共有,146,0.25,低楼层,白石桥,海淀,简装,有,2,1,1,1,0,0,0,0,1,0,0,0
3896,商品房,70.0,集中供暖,中关村南大街40号,1989.0,塔楼,钢混结构,59.0,505.0,22.0,平层,满五年,普通住宅,非共有,241,0.25,高楼层,白石桥,海淀,简装,有,2,1,1,1,1,0,0,0,0,0,0,0
3977,商品房,70.0,集中供暖,中关村南大街乙8号,2000.0,板楼,砖混结构,135.1,1760.0,6.0,跃层,满两年,普通住宅,非共有,181,0.5,顶层,皂君庙,海淀,简装,无,4,2,1,2,0,0,0,1,0,0,1,0
3997,商品房,70.0,集中供暖,中关村南三街,1993.0,板塔结合,钢混结构,58.3,678.0,12.0,平层,满五年,普通住宅,非共有,119,0.2,高楼层,中关村,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,0,0
3998,央产房,70.0,集中供暖,中关村南三街,1993.0,板塔结合,钢混结构,75.2,850.0,12.0,平层,满五年,普通住宅,非共有,114,0.2,中楼层,中关村,海淀,其他,有,3,1,1,1,0,0,0,1,0,0,1,0
21,商品房,70.0,自供暖,恒兴大厦,2000.0,塔楼,钢混结构,177.26,1000.0,25.0,平层,满五年,普通住宅,非共有,30,0.375,高楼层,中关村,海淀,毛坯,有,3,2,1,2,0,0,0,1,0,0,0,0
22,商品房,70.0,自供暖,恒兴大厦,2000.0,塔楼,钢混结构,154.87,1000.0,25.0,平层,满五年,普通住宅,非共有,52,0.375,低楼层,中关村,海淀,精装,有,3,2,1,2,0,0,1,0,0,0,0,0
23,商品房,70.0,自供暖,恒兴大厦,2000.0,塔楼,钢混结构,145.94,918.0,25.0,平层,满五年,普通住宅,非共有,257,0.375,高楼层,中关村,海淀,简装,有,4,1,1,1,0,0,1,0,0,0,1,0
101,商品房,70.0,集中供暖,海云轩,2003.0,板塔结合,钢混结构,210.19,1245.0,22.0,平层,满五年,普通住宅,非共有,386,0.6666666666666666,中楼层,西直门,海淀,简装,有,3,2,1,2,0,1,1,0,0,0,0,0
102,私产,70.0,集中供暖,海云轩,2000.0,板塔结合,钢混结构,116.29,820.0,22.0,平层,满五年,普通住宅,非共有,170,0.4,低楼层,西直门,海淀,其他,有,2,1,1,1,0,0,0,0,0,0,0,1
103,私产,70.0,集中供暖,海云轩,2000.0,板塔结合,钢混结构,117.11,725.0,22.0,平层,满五年,普通住宅,非共有,322,0.3333333333333333,高楼层,西直门,海淀,简装,有,2,1,1,1,0,0,1,0,0,0,0,0
104,商品房,70.0,集中供暖,海云轩,2000.0,板塔结合,钢混结构,93.92,618.0,22.0,平层,满五年,普通住宅,非共有,352,0.4,顶层,西直门,海淀,简装,有,1,1,1,1,0,0,0,0,0,0,1,0
143,商品房,70.0,集中供暖,621小区,1992.0,板楼,混合结构,58.1,401.5,6.0,平层,满两年,普通住宅,共有,85,0.2,顶层,清河,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,0,0
144,商品房,70.0,集中供暖,621小区,1992.0,板楼,混合结构,55.8,388.0,6.0,平层,满两年,普通住宅,非共有,146,0.2,中楼层,清河,海淀,其他,无,2,1,1,1,0,0,1,1,0,0,0,0
145,商品房,70.0,集中供暖,621小区,1980.0,板楼,混合结构,61.5,435.0,6.0,平层,满五年,普通住宅,非共有,177,0.3333333333333333,高楼层,清河,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
146,已购公房,70.0,集中供暖,621小区,1980.0,板楼,混合结构,76.6,500.0,6.0,平层,满五年,普通住宅,非共有,180,0.3333333333333333,中楼层,清河,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
148,商品房,70.0,集中供暖,621小区,1993.0,板楼,混合结构,43.0,367.6,6.0,平层,满五年,普通住宅,非共有,371,0.3333333333333333,高楼层,清河,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,0,0
216,央产房,70.0,集中供暖,半导体宿舍,1983.0,板楼,混合结构,64.3,550.0,6.0,平层,满五年,普通住宅,非共有,194,0.3333333333333333,顶层,学院路,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
217,商品房,70.0,集中供暖,半导体宿舍,1983.0,板楼,混合结构,62.4,555.0,6.0,平层,满五年,普通住宅,非共有,134,0.3333333333333333,低楼层,学院路,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
218,央产房,70.0,集中供暖,半导体宿舍,1990.0,板楼,混合结构,85.0,725.0,6.0,平层,满五年,普通住宅,共有,165,0.5,中楼层,学院路,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
219,商品房,70.0,集中供暖,半导体宿舍,1990.0,板楼,混合结构,85.0,746.0,6.0,平层,满五年,普通住宅,非共有,181,0.5,中楼层,学院路,海淀,精装,无,3,1,1,1,0,0,0,1,0,0,1,0
220,商品房,70.0,集中供暖,半导体宿舍,1995.0,板楼,混合结构,36.4,313.0,5.0,平层,满五年,普通住宅,非共有,293,0.3333333333333333,中楼层,学院路,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
266,商品房,40.0,集中供暖,北蜂窝103号院,1981.0,板楼,混合结构,61.5,453.0,6.0,平层,满五年,普通住宅,共有,166,0.3333333333333333,中楼层,军博,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
267,商品房,40.0,集中供暖,北蜂窝103号院,1986.0,板楼,混合结构,73.4,562.0,5.0,平层,满五年,普通住宅,非共有,149,0.3333333333333333,底层,军博,海淀,其他,无,3,1,1,1,0,0,0,1,0,0,1,0
270,商品房,40.0,集中供暖,北蜂窝103号院,1986.0,板楼,混合结构,40.6,319.0,6.0,平层,满五年,普通住宅,非共有,305,0.3333333333333333,高楼层,军博,海淀,精装,无,1,1,1,1,0,1,0,0,0,0,0,0
271,商品房,40.0,集中供暖,北蜂窝103号院,1986.0,板楼,混合结构,53.1,403.0,5.0,平层,满五年,普通住宅,非共有,293,0.5,底层,军博,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
312,私产,70.0,集中供暖,北蜂窝路15号院,1997.0,塔楼,钢混结构,89.3,668.0,19.0,平层,满五年,普通住宅,共有,112,0.2222222222222222,低楼层,军博,海淀,简装,有,3,1,1,1,0,1,0,1,0,0,1,0
313,商品房,70.0,集中供暖,北蜂窝路15号院,1997.0,塔楼,钢混结构,51.3,398.0,19.0,平层,满五年,普通住宅,非共有,222,0.125,高楼层,军博,海淀,精装,无,1,1,1,1,0,1,0,0,0,0,0,0
314,商品房,70.0,集中供暖,北蜂窝路15号院,1997.0,塔楼,钢混结构,49.7,380.0,19.0,平层,满五年,普通住宅,非共有,345,0.2222222222222222,低楼层,军博,海淀,简装,有,1,1,1,1,0,0,0,1,0,0,0,0
357,已购公房,70.0,集中供暖,百草园,1999.0,板楼,混合结构,87.97,615.0,6.0,平层,满五年,普通住宅,非共有,41,0.5,中楼层,西北旺,海淀,精装,无,2,1,1,1,0,1,0,1,0,0,1,0
358,已购公房,70.0,集中供暖,百草园,1999.0,板楼,混合结构,59.9,415.0,6.0,平层,满五年,普通住宅,非共有,68,0.3333333333333333,中楼层,西北旺,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,0,0
359,已购公房,70.0,集中供暖,百草园,2002.0,板楼,混合结构,143.32,915.0,6.0,平层,满五年,普通住宅,非共有,160,0.25,低楼层,西北旺,海淀,精装,无,4,2,1,2,0,0,0,1,0,0,1,0
361,商品房,70.0,集中供暖,百草园,2002.0,板楼,混合结构,92.15,620.0,6.0,平层,满两年,普通住宅,非共有,207,0.3333333333333333,高楼层,西北旺,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
362,商品房,70.0,集中供暖,百草园,2002.0,板楼,混合结构,75.49,500.0,6.0,平层,满五年,普通住宅,非共有,320,0.25,中楼层,西北旺,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
363,商品房,70.0,集中供暖,百草园,1999.0,板楼,混合结构,87.97,496.0,6.0,平层,满五年,普通住宅,共有,315,0.5,顶层,西北旺,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
364,商品房,70.0,集中供暖,百草园,1999.0,板楼,混合结构,74.7,555.0,6.0,平层,满两年,普通住宅,非共有,312,0.3333333333333333,低楼层,西北旺,海淀,简装,无,2,2,1,1,0,0,0,1,0,0,0,0
365,商品房,70.0,集中供暖,百草园,1999.0,板楼,混合结构,84.7,600.0,6.0,平层,满五年,普通住宅,共有,353,0.3333333333333333,中楼层,西北旺,海淀,精装,无,3,1,1,1,0,0,1,1,0,0,1,0
656,私产,70.0,集中供暖,北洼路29号院,2003.0,塔楼,钢混结构,96.64,740.0,17.0,平层,满五年,普通住宅,非共有,83,0.14285714285714285,高楼层,紫竹桥,海淀,精装,有,2,1,1,1,0,0,0,0,1,0,0,0
657,商品房,70.0,集中供暖,北洼路29号院,2003.0,塔楼,钢混结构,96.06,738.0,17.0,平层,满两年,普通住宅,共有,182,0.14285714285714285,中楼层,紫竹桥,海淀,精装,有,2,1,1,1,0,0,0,0,1,0,0,0
658,商品房,70.0,集中供暖,北洼路29号院,2003.0,塔楼,钢混结构,96.25,740.0,17.0,平层,满五年,普通住宅,非共有,257,0.14285714285714285,高楼层,紫竹桥,海淀,精装,有,2,1,1,1,0,1,0,1,0,0,0,0
704,私产,70.0,集中供暖,博雅德园,2005.0,板楼,钢混结构,137.74,850.0,16.0,平层,满五年,普通住宅,非共有,255,0.3333333333333333,高楼层,西二旗,海淀,精装,有,3,2,1,2,0,0,0,1,0,0,1,0
705,商品房,70.0,集中供暖,博雅德园,2005.0,板楼,钢混结构,137.74,796.0,16.0,平层,满五年,普通住宅,非共有,167,0.5,顶层,西二旗,海淀,简装,有,3,2,1,2,0,0,0,1,0,0,1,0
706,商品房,70.0,集中供暖,博雅德园,2005.0,板楼,钢混结构,95.0,620.0,10.0,平层,满五年,普通住宅,非共有,283,0.3333333333333333,高楼层,西二旗,海淀,精装,有,2,2,1,1,0,0,0,1,0,0,0,0
707,商品房,70.0,集中供暖,博雅德园,2005.0,板楼,钢混结构,95.0,592.0,10.0,平层,满五年,普通住宅,非共有,392,0.3333333333333333,中楼层,西二旗,海淀,精装,有,2,2,1,2,0,0,0,1,0,0,1,0
708,商品房,70.0,集中供暖,博雅德园,2005.0,板楼,钢混结构,94.57,575.0,10.0,平层,满两年,普通住宅,非共有,170,0.3333333333333333,低楼层,西二旗,海淀,精装,有,2,2,1,1,0,0,0,1,0,0,0,0
709,商品房,70.0,集中供暖,博雅德园,2005.0,板楼,钢混结构,133.02,768.0,10.0,平层,满五年,普通住宅,非共有,190,0.5,高楼层,西二旗,海淀,简装,有,3,2,1,2,0,0,0,1,0,0,1,0
712,商品房,70.0,集中供暖,博雅德园,2005.0,板楼,钢混结构,137.87,830.0,16.0,平层,满五年,普通住宅,非共有,265,0.5,中楼层,西二旗,海淀,精装,有,3,2,1,2,0,0,0,1,0,0,1,0
713,商品房,70.0,集中供暖,博雅德园,2005.0,板楼,钢混结构,137.87,815.0,16.0,平层,满五年,普通住宅,非共有,249,0.5,中楼层,西二旗,海淀,精装,有,3,2,1,2,0,0,0,1,0,0,1,0
714,商品房,70.0,集中供暖,博雅德园,2005.0,板楼,钢混结构,104.11,648.0,16.0,平层,满五年,普通住宅,非共有,223,0.3333333333333333,中楼层,西二旗,海淀,精装,有,2,2,1,1,0,0,0,1,0,0,0,0
716,商品房,70.0,集中供暖,博雅德园,2005.0,板楼,钢混结构,142.29,860.0,10.0,平层,满五年,普通住宅,非共有,343,0.5,高楼层,西二旗,海淀,毛坯,有,3,2,1,2,0,0,0,1,0,0,1,0
809,商品房,70.0,集中供暖,友谊社区,1992.0,板楼,钢混结构,60.3,488.0,14.0,平层,满五年,普通住宅,非共有,124,0.5,高楼层,苏州桥,海淀,其他,有,2,1,1,1,0,0,0,1,0,0,0,0
810,商品房,70.0,集中供暖,友谊社区,1999.0,板楼,混合结构,46.23,435.0,6.0,平层,满五年,普通住宅,非共有,127,0.3333333333333333,中楼层,苏州桥,海淀,精装,无,1,1,1,1,0,0,0,1,0,0,0,0
813,商品房,70.0,集中供暖,友谊社区,1992.0,板楼,钢混结构,61.54,490.0,14.0,平层,满五年,普通住宅,非共有,149,0.5,高楼层,苏州桥,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,0,0
815,商品房,70.0,集中供暖,友谊社区,1998.0,板楼,混合结构,81.61,764.0,6.0,平层,满五年,普通住宅,共有,224,0.5,低楼层,苏州桥,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
818,商品房,70.0,集中供暖,友谊社区,1992.0,板楼,钢混结构,48.54,503.0,14.0,平层,满两年,普通住宅,共有,387,0.5,低楼层,苏州桥,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,1,0
